,Date,Temperature,Dew point,Winds,Visibility,Clouds,Altimeter,Relative humidity,Density altitude,Remarks,Flight conditions,Raw data,Heat index,Present weather,Wind gusts,Winds variable
598,2024-05-13 22:00:00,25.0°C (77.0°F),22.0°C (71.6°F),"11.7 kts (6 m/s, 13.4 mph) East (100°)",5 mi. (8 km),"Few clouds 1,600 ft. (488 m) Ceiling: Broken clouds 3,000 ft. (914 m)",29.91 in.Hg (1013 mB),83 %,"1,522 ft. (464 m)",No significant changes expected in the next two hours,Marginal Visual Meteorological Conditions,ZGSZ 131400Z 10006MPS 8000 -SHRA FEW016 BKN030 25/22 Q1013 RESHRA NOSIG,,"Light rain showers, recent rain showers",,
599,2024-05-13 23:00:00,24.0°C (75.2°F),22.0°C (71.6°F),"9.7 kts (5 m/s, 11.2 mph) East (100°)",6.2 mi. (10 km),"Ceiling: Broken clouds 3,000 ft. (914 m)",29.91 in.Hg (1013 mB),89 %,"1,409 ft. (429 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 131500Z 10005MPS 9999 BKN030 24/22 Q1013 NOSIG,,,,
600,2024-05-14 00:00:00,24.0°C (75.2°F),22.0°C (71.6°F),"9.7 kts (5 m/s, 11.2 mph) East (100°)",6.2 mi. (10 km),"Ceiling: Broken clouds 5,000 ft. (1,524 m)",29.91 in.Hg (1013 mB),89 %,"1,409 ft. (429 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 131600Z 10005MPS 9999 BKN050 24/22 Q1013 NOSIG,,,,
601,2024-05-14 01:00:00,24.0°C (75.2°F),20.0°C (68.0°F),"11.7 kts (6 m/s, 13.4 mph) East-Southeast (120°)",6.2 mi. (10 km),"Scattered clouds 5,000 ft. (1,524 m)",29.91 in.Hg (1013 mB),78 %,"1,369 ft. (417 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 131700Z 12006MPS 9999 SCT050 24/20 Q1013 NOSIG,,,,
602,2024-05-14 02:00:00,24.0°C (75.2°F),20.0°C (68.0°F),"7.8 kts (4 m/s, 8.9 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 5,300 ft. (1,615 m)",29.88 in.Hg (1012 mB),78 %,"1,403 ft. (428 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 131800Z 11004MPS 070V140 9999 SCT053 24/20 Q1012 NOSIG,,,,Winds variable from East-Northeast (70°) to Southeast (140°)
603,2024-05-14 03:00:00,23.0°C (73.4°F),20.0°C (68.0°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (110°)",6.2 mi. (10 km),"Scattered clouds 5,300 ft. (1,615 m)",29.88 in.Hg (1012 mB),83 %,"1,289 ft. (393 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 131900Z 11004MPS 9999 SCT053 23/20 Q1012 NOSIG,,,,
604,2024-05-14 04:00:00,23.0°C (73.4°F),19.0°C (66.2°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (110°)",6.2 mi. (10 km),"Scattered clouds 5,300 ft. (1,615 m)",29.88 in.Hg (1012 mB),78 %,"1,271 ft. (387 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 132000Z 11004MPS 9999 SCT053 23/19 Q1012 NOSIG,,,,
605,2024-05-14 05:00:00,23.0°C (73.4°F),20.0°C (68.0°F),"5.8 kts (3 m/s, 6.7 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 5,300 ft. (1,615 m)",29.88 in.Hg (1012 mB),83 %,"1,289 ft. (393 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 132100Z 10003MPS 080V140 9999 SCT053 23/20 Q1012 NOSIG,,,,Winds variable from East (80°) to Southeast (140°)
606,2024-05-14 06:00:00,23.0°C (73.4°F),20.0°C (68.0°F),"5.8 kts (3 m/s, 6.7 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 5,300 ft. (1,615 m)",29.91 in.Hg (1013 mB),83 %,"1,255 ft. (383 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 132200Z 09003MPS 080V140 9999 SCT053 23/20 Q1013 NOSIG,,,,Winds variable from East (80°) to Southeast (140°)
607,2024-05-14 07:00:00,24.0°C (75.2°F),20.0°C (68.0°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 5,300 ft. (1,615 m)",29.94 in.Hg (1014 mB),78 %,"1,336 ft. (407 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 132300Z 08002MPS 040V110 9999 SCT053 24/20 Q1014 NOSIG,,,,Winds variable from Northeast (40°) to East-Southeast (110°)
608,2024-05-14 08:00:00,25.0°C (77.0°F),20.0°C (68.0°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",6.2 mi. (10 km),"Few clouds 4,000 ft. (1,219 m)",29.94 in.Hg (1014 mB),74 %,"1,449 ft. (442 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140000Z 10002MPS 070V140 9999 FEW040 25/20 Q1014 NOSIG,,,,Winds variable from East-Northeast (70°) to Southeast (140°)
609,2024-05-14 09:00:00,25.0°C (77.0°F),19.0°C (66.2°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 2,600 ft. (792 m)",29.94 in.Hg (1014 mB),69 %,"1,432 ft. (436 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140100Z VRB01MPS 9999 SCT026 25/19 Q1014 NOSIG,,,,Winds variable
610,2024-05-14 10:00:00,26.0°C (78.8°F),19.0°C (66.2°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",6.2 mi. (10 km),"Scattered clouds 2,600 ft. (792 m)",29.97 in.Hg (1015 mB),65 %,"1,511 ft. (461 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140200Z VRB01MPS 9999 SCT026 26/19 Q1015 NOSIG,,,,Winds variable
611,2024-05-14 11:00:00,27.0°C (80.6°F),21.0°C (69.8°F),"7.8 kts (4 m/s, 8.9 mph) Southwest (220°)",6.2 mi. (10 km),"Ceiling: Broken clouds 3,300 ft. (1,006 m)",29.94 in.Hg (1014 mB),70 %,"1,694 ft. (516 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140300Z 22004MPS 9999 BKN033 27/21 Q1014 NOSIG,29.0°C (84.2°F),,,
612,2024-05-14 12:00:00,27.0°C (80.6°F),21.0°C (69.8°F),"7.8 kts (4 m/s, 8.9 mph) West-Southwest (240°)",6.2 mi. (10 km),"Few clouds 2,600 ft. (792 m)",29.94 in.Hg (1014 mB),70 %,"1,694 ft. (516 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140400Z 24004MPS 9999 FEW026 27/21 Q1014 NOSIG,29.0°C (84.2°F),,,
613,2024-05-14 13:00:00,27.0°C (80.6°F),20.0°C (68.0°F),"9.7 kts (5 m/s, 11.2 mph) Southwest (220°)",6.2 mi. (10 km),"Few clouds 2,600 ft. (792 m)",29.91 in.Hg (1013 mB),66 %,"1,709 ft. (521 m)",No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140500Z 22005MPS 9999 FEW026 27/20 Q1013 NOSIG,28.7°C (83.7°F),,,
614,2024-05-14 14:00:00,28.0°C (82.4°F),21.0°C (69.8°F),"9.7 kts (5 m/s, 11.2 mph) South-Southwest (210°)",,Sky clear,29.91 in.Hg (1013 mB),66 %,"1,840 ft. (561 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140600Z 21005MPS CAVOK 28/21 Q1013 NOSIG,30.4°C (86.6°F),,,
615,2024-05-14 15:00:00,28.0°C (82.4°F),21.0°C (69.8°F),"11.7 kts (6 m/s, 13.4 mph) South-Southwest (200°)",,Sky clear,29.88 in.Hg (1012 mB),66 %,"1,874 ft. (571 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140700Z 20006MPS CAVOK 28/21 Q1012 NOSIG,30.4°C (86.6°F),,,
616,2024-05-14 16:00:00,27.0°C (80.6°F),19.0°C (66.2°F),"13.6 kts (7 m/s, 15.7 mph) South (190°)",,Sky clear,29.88 in.Hg (1012 mB),62 %,"1,725 ft. (526 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140800Z 19007MPS CAVOK 27/19 Q1012 NOSIG,28.4°C (83.2°F),,,
617,2024-05-14 17:00:00,27.0°C (80.6°F),19.0°C (66.2°F),"11.7 kts (6 m/s, 13.4 mph) South (180°)",,Sky clear,29.88 in.Hg (1012 mB),62 %,"1,725 ft. (526 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 140900Z 18006MPS CAVOK 27/19 Q1012 NOSIG,28.4°C (83.2°F),,,
618,2024-05-14 18:00:00,27.0°C (80.6°F),19.0°C (66.2°F),"9.7 kts (5 m/s, 11.2 mph) South (180°)",,Sky clear,29.88 in.Hg (1012 mB),62 %,"1,725 ft. (526 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 141000Z 18005MPS CAVOK 27/19 Q1012 NOSIG,28.4°C (83.2°F),,,
619,2024-05-14 19:00:00,26.0°C (78.8°F),19.0°C (66.2°F),"9.7 kts (5 m/s, 11.2 mph) South (170°)",,Sky clear,29.88 in.Hg (1012 mB),65 %,"1,612 ft. (491 m)",Ceiling and visibility OK,Visual Meteorological Conditions,ZGSZ 141100Z 17005MPS CAVOK 26/19 Q1012 BECMG AT1240 10005MPS,,,,
620,2024-05-14 20:00:00,26.0°C (78.8°F),20.0°C (68.0°F),"11.7 kts (6 m/s, 13.4 mph) South (170°)",,Sky clear,29.91 in.Hg (1013 mB),70 %,"1,596 ft. (487 m)",Ceiling and visibility OK,Visual Meteorological Conditions,ZGSZ 141200Z 17006MPS CAVOK 26/20 Q1013 BECMG AT1330 10005MPS,,,,
621,2024-05-14 21:00:00,26.0°C (78.8°F),19.0°C (66.2°F),"9.7 kts (5 m/s, 11.2 mph) South-Southeast (160°)",,Sky clear,29.91 in.Hg (1013 mB),65 %,"1,578 ft. (481 m)",Ceiling and visibility OK,Visual Meteorological Conditions,ZGSZ 141300Z 16005MPS CAVOK 26/19 Q1013 BECMG AT1340 10005MPS,,,,
622,2024-05-14 22:00:00,25.0°C (77.0°F),18.0°C (64.4°F),"9.7 kts (5 m/s, 11.2 mph) East (100°)",,Sky clear,29.94 in.Hg (1014 mB),65 %,"1,415 ft. (431 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 141400Z 10005MPS CAVOK 25/18 Q1014 NOSIG,,,,
623,2024-05-14 23:00:00,25.0°C (77.0°F),18.0°C (64.4°F),"7.8 kts (4 m/s, 8.9 mph) East (100°)",,Sky clear,29.94 in.Hg (1014 mB),65 %,"1,415 ft. (431 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 141500Z 10004MPS CAVOK 25/18 Q1014 NOSIG,,,,
624,2024-05-15 00:00:00,25.0°C (77.0°F),18.0°C (64.4°F),"9.7 kts (5 m/s, 11.2 mph) East-Southeast (110°)",,Sky clear,29.91 in.Hg (1013 mB),65 %,"1,448 ft. (441 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 141600Z 11005MPS CAVOK 25/18 Q1013 NOSIG,,,,
625,2024-05-15 01:00:00,24.0°C (75.2°F),18.0°C (64.4°F),"5.8 kts (3 m/s, 6.7 mph) East (100°)",,Sky clear,29.91 in.Hg (1013 mB),69 %,"1,334 ft. (407 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 141700Z 10003MPS CAVOK 24/18 Q1013 NOSIG,,,,
626,2024-05-15 02:00:00,24.0°C (75.2°F),18.0°C (64.4°F),"5.8 kts (3 m/s, 6.7 mph) East (100°)",,Sky clear,29.91 in.Hg (1013 mB),69 %,"1,334 ft. (407 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 141800Z 10003MPS CAVOK 24/18 Q1013 NOSIG,,,,
627,2024-05-15 03:00:00,24.0°C (75.2°F),18.0°C (64.4°F),"3.9 kts (2 m/s, 4.5 mph) East (80°)",,Sky clear,29.91 in.Hg (1013 mB),69 %,"1,334 ft. (407 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 141900Z 08002MPS CAVOK 24/18 Q1013 NOSIG,,,,
628,2024-05-15 04:00:00,24.0°C (75.2°F),18.0°C (64.4°F),"3.9 kts (2 m/s, 4.5 mph) East (80°)",,Sky clear,29.91 in.Hg (1013 mB),69 %,"1,334 ft. (407 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 142000Z 08002MPS CAVOK 24/18 Q1013 NOSIG,,,,
629,2024-05-15 05:00:00,23.0°C (73.4°F),19.0°C (66.2°F),"3.9 kts (2 m/s, 4.5 mph) East-Northeast (60°)",,Sky clear,29.91 in.Hg (1013 mB),78 %,"1,237 ft. (377 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 142100Z 06002MPS CAVOK 23/19 Q1013 NOSIG,,,,
630,2024-05-15 06:00:00,23.0°C (73.4°F),19.0°C (66.2°F),"3.9 kts (2 m/s, 4.5 mph) East-Northeast (60°)",,Sky clear,29.94 in.Hg (1014 mB),78 %,"1,204 ft. (367 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 142200Z 06002MPS CAVOK 23/19 Q1014 NOSIG,,,,
631,2024-05-15 07:00:00,24.0°C (75.2°F),19.0°C (66.2°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",,Sky clear,29.97 in.Hg (1015 mB),74 %,"1,284 ft. (391 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 142300Z 06002MPS 040V140 CAVOK 24/19 Q1015 NOSIG,,,,Winds variable from Northeast (40°) to Southeast (140°)
632,2024-05-15 08:00:00,25.0°C (77.0°F),19.0°C (66.2°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",,Sky clear,30.00 in.Hg (1016 mB),69 %,"1,364 ft. (416 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150000Z VRB01MPS CAVOK 25/19 Q1016 NOSIG,,,,Winds variable
633,2024-05-15 09:00:00,27.0°C (80.6°F),18.0°C (64.4°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",,Sky clear,30.00 in.Hg (1016 mB),58 %,"1,573 ft. (480 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150100Z 06002MPS 360V130 CAVOK 27/18 Q1016 NOSIG,28.2°C (82.7°F),,,Winds variable from North (359.999999°) to Southeast (130°)
634,2024-05-15 10:00:00,27.0°C (80.6°F),20.0°C (68.0°F),"5.8 kts (3 m/s, 6.7 mph) Southwest (220°)",,Sky clear,30.00 in.Hg (1016 mB),66 %,"1,608 ft. (490 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150200Z 22003MPS CAVOK 27/20 Q1016 NOSIG,28.7°C (83.7°F),,,
635,2024-05-15 11:00:00,27.0°C (80.6°F),20.0°C (68.0°F),"7.8 kts (4 m/s, 8.9 mph) West-Southwest (250°)",,Sky clear,30.00 in.Hg (1016 mB),66 %,"1,608 ft. (490 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150300Z 25004MPS CAVOK 27/20 Q1016 NOSIG,28.7°C (83.7°F),,,
636,2024-05-15 12:00:00,28.0°C (82.4°F),20.0°C (68.0°F),"7.8 kts (4 m/s, 8.9 mph) West-Southwest (240°)",,Sky clear,29.97 in.Hg (1015 mB),62 %,"1,754 ft. (535 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150400Z 24004MPS CAVOK 28/20 Q1015 NOSIG,29.9°C (85.8°F),,,
637,2024-05-15 13:00:00,28.0°C (82.4°F),21.0°C (69.8°F),"7.8 kts (4 m/s, 8.9 mph) Southwest (230°)",,Sky clear,29.97 in.Hg (1015 mB),66 %,"1,773 ft. (540 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150500Z 23004MPS CAVOK 28/21 Q1015 NOSIG,30.4°C (86.6°F),,,
638,2024-05-15 14:00:00,29.0°C (84.2°F),20.0°C (68.0°F),"9.7 kts (5 m/s, 11.2 mph) South-Southwest (210°)",,Sky clear,29.94 in.Hg (1014 mB),58 %,"1,899 ft. (579 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150600Z 21005MPS CAVOK 29/20 Q1014 NOSIG,31.0°C (87.8°F),,,
639,2024-05-15 15:00:00,29.0°C (84.2°F),20.0°C (68.0°F),"9.7 kts (5 m/s, 11.2 mph) South-Southwest (200°)",,Sky clear,29.91 in.Hg (1013 mB),58 %,"1,933 ft. (589 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150700Z 20005MPS CAVOK 29/20 Q1013 NOSIG,31.0°C (87.8°F),,,
640,2024-05-15 16:00:00,28.0°C (82.4°F),21.0°C (69.8°F),"7.8 kts (4 m/s, 8.9 mph) South-Southwest (200°)",,Sky clear,29.91 in.Hg (1013 mB),66 %,"1,840 ft. (561 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150800Z 20004MPS CAVOK 28/21 Q1013 NOSIG,30.4°C (86.6°F),,,
641,2024-05-15 17:00:00,27.0°C (80.6°F),21.0°C (69.8°F),"7.8 kts (4 m/s, 8.9 mph) South (180°)",,Sky clear,29.88 in.Hg (1012 mB),70 %,"1,762 ft. (537 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 150900Z 18004MPS CAVOK 27/21 Q1012 NOSIG,29.0°C (84.2°F),,,
642,2024-05-15 18:00:00,27.0°C (80.6°F),21.0°C (69.8°F),"7.8 kts (4 m/s, 8.9 mph) South (180°)",,Sky clear,29.91 in.Hg (1013 mB),70 %,"1,728 ft. (527 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151000Z 18004MPS CAVOK 27/21 Q1013 NOSIG,29.0°C (84.2°F),,,
643,2024-05-15 19:00:00,27.0°C (80.6°F),21.0°C (69.8°F),"5.8 kts (3 m/s, 6.7 mph) South (180°)",,Sky clear,29.91 in.Hg (1013 mB),70 %,"1,728 ft. (527 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151100Z 18003MPS CAVOK 27/21 Q1013 NOSIG,29.0°C (84.2°F),,,
644,2024-05-15 20:00:00,26.0°C (78.8°F),22.0°C (71.6°F),"5.8 kts (3 m/s, 6.7 mph) South (180°)",,Sky clear,29.94 in.Hg (1014 mB),79 %,"1,602 ft. (488 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151200Z 18003MPS CAVOK 26/22 Q1014 NOSIG,,,,
645,2024-05-15 21:00:00,26.0°C (78.8°F),23.0°C (73.4°F),"5.8 kts (3 m/s, 6.7 mph) South (180°)",,Sky clear,29.97 in.Hg (1015 mB),84 %,"1,589 ft. (484 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151300Z 18003MPS CAVOK 26/23 Q1015 NOSIG,,,,
646,2024-05-15 22:00:00,26.0°C (78.8°F),22.0°C (71.6°F),"5.8 kts (3 m/s, 6.7 mph) South (170°)",,Sky clear,29.97 in.Hg (1015 mB),79 %,"1,568 ft. (478 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151400Z 17003MPS CAVOK 26/22 Q1015 NOSIG,,,,
647,2024-05-15 23:00:00,27.0°C (80.6°F),18.0°C (64.4°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",,Sky clear,29.97 in.Hg (1015 mB),58 %,"1,607 ft. (490 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151500Z 09002MPS 070V150 CAVOK 27/18 Q1015 NOSIG,28.2°C (82.7°F),,,Winds variable from East-Northeast (70°) to South-Southeast (150°)
648,2024-05-16 00:00:00,26.0°C (78.8°F),16.0°C (60.8°F),"7.8 kts (4 m/s, 8.9 mph) East-Southeast (120°)",,Sky clear,29.97 in.Hg (1015 mB),54 %,"1,463 ft. (446 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151600Z 12004MPS CAVOK 26/16 Q1015 NOSIG,,,,
649,2024-05-16 01:00:00,26.0°C (78.8°F),17.0°C (62.6°F),"3.9 kts (2 m/s, 4.5 mph) East-Southeast (120°)",,Sky clear,29.97 in.Hg (1015 mB),58 %,"1,478 ft. (451 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151700Z 12002MPS CAVOK 26/17 Q1015 NOSIG,,,,
650,2024-05-16 02:00:00,25.0°C (77.0°F),18.0°C (64.4°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",,Sky clear,29.94 in.Hg (1014 mB),65 %,"1,415 ft. (431 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151800Z VRB01MPS CAVOK 25/18 Q1014 NOSIG,,,,Winds variable
651,2024-05-16 03:00:00,26.0°C (78.8°F),17.0°C (62.6°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",,Sky clear,29.94 in.Hg (1014 mB),58 %,"1,512 ft. (461 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 151900Z 11002MPS 070V160 CAVOK 26/17 Q1014 NOSIG,,,,Winds variable from East-Northeast (70°) to South-Southeast (160°)
652,2024-05-16 04:00:00,25.0°C (77.0°F),17.0°C (62.6°F),"5.8 kts (3 m/s, 6.7 mph) East-Southeast (120°)",,Sky clear,29.94 in.Hg (1014 mB),61 %,"1,398 ft. (426 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 152000Z 12003MPS CAVOK 25/17 Q1014 NOSIG,,,,
653,2024-05-16 05:00:00,25.0°C (77.0°F),18.0°C (64.4°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",,Sky clear,29.94 in.Hg (1014 mB),65 %,"1,415 ft. (431 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 152100Z 12002MPS 100V160 CAVOK 25/18 Q1014 NOSIG,,,,Winds variable from East (100°) to South-Southeast (160°)
654,2024-05-16 06:00:00,26.0°C (78.8°F),16.0°C (60.8°F),"1.9 kts (1 m/s, 2.2 mph) Vrb",,Sky clear,29.97 in.Hg (1015 mB),54 %,"1,463 ft. (446 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 152200Z VRB01MPS CAVOK 26/16 Q1015 NOSIG,,,,Winds variable
655,2024-05-16 07:00:00,26.0°C (78.8°F),14.0°C (57.2°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",,Sky clear,29.97 in.Hg (1015 mB),48 %,"1,435 ft. (437 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 152300Z 04002MPS 350V050 CAVOK 26/14 Q1015 NOSIG,,,,Winds variable from North (350°) to Northeast (50°)
656,2024-05-16 08:00:00,27.0°C (80.6°F),11.0°C (51.8°F),"3.9 kts (2 m/s, 4.5 mph) Vrb",,Sky clear,30.00 in.Hg (1016 mB),37 %,"1,478 ft. (451 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160000Z VRB02MPS CAVOK 27/11 Q1016 NOSIG,27.0°C (80.6°F),,,Winds variable
657,2024-05-16 09:00:00,28.0°C (82.4°F),10.0°C (50.0°F),"7.8 kts (4 m/s, 8.9 mph) East-Northeast (70°)",,Sky clear,30.00 in.Hg (1016 mB),33 %,"1,580 ft. (482 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160100Z 07004MPS CAVOK 28/10 Q1016 NOSIG,27.5°C (81.5°F),,,
658,2024-05-16 10:00:00,30.0°C (86.0°F),9.0°C (48.2°F),"9.7 kts (5 m/s, 11.2 mph) Vrb",,Sky clear,30.00 in.Hg (1016 mB),27 %,"1,793 ft. (547 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160200Z 09005MPS 050V130 CAVOK 30/09 Q1016 NOSIG,28.6°C (83.5°F),,,Winds variable from Northeast (50°) to Southeast (130°)
659,2024-05-16 11:00:00,30.0°C (86.0°F),9.0°C (48.2°F),"11.7 kts (6 m/s, 13.4 mph) Vrb",,Sky clear,29.97 in.Hg (1015 mB),27 %,"1,827 ft. (557 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160300Z 11006MPS 080V140 CAVOK 30/09 Q1015 NOSIG,28.6°C (83.5°F),,,Winds variable from East (80°) to Southeast (140°)
660,2024-05-16 12:00:00,31.0°C (87.8°F),11.0°C (51.8°F),"5.8 kts (3 m/s, 6.7 mph) Vrb",,Sky clear,29.97 in.Hg (1015 mB),29 %,"1,958 ft. (597 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160400Z VRB03MPS CAVOK 31/11 Q1015 NOSIG,29.7°C (85.4°F),,,Winds variable
661,2024-05-16 13:00:00,30.0°C (86.0°F),14.0°C (57.2°F),"7.8 kts (4 m/s, 8.9 mph) Vrb",,Sky clear,29.94 in.Hg (1014 mB),38 %,"1,917 ft. (584 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160500Z 22004MPS 190V260 CAVOK 30/14 Q1014 NOSIG,29.5°C (85.2°F),,,Winds variable from South (190°) to West (260°)
662,2024-05-16 14:00:00,30.0°C (86.0°F),17.0°C (62.6°F),"7.8 kts (4 m/s, 8.9 mph) Southwest (220°)",,Sky clear,29.94 in.Hg (1014 mB),46 %,"1,960 ft. (597 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160600Z 22004MPS CAVOK 30/17 Q1014 NOSIG,30.5°C (86.9°F),,,
663,2024-05-16 15:00:00,30.0°C (86.0°F),18.0°C (64.4°F),"7.8 kts (4 m/s, 8.9 mph) Southwest (230°)",,Sky clear,29.91 in.Hg (1013 mB),49 %,"2,010 ft. (613 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160700Z 23004MPS CAVOK 30/18 Q1013 NOSIG,31.0°C (87.7°F),,,
664,2024-05-16 16:00:00,29.0°C (84.2°F),20.0°C (68.0°F),"11.7 kts (6 m/s, 13.4 mph) Southwest (230°)",,Sky clear,29.88 in.Hg (1012 mB),58 %,"1,967 ft. (599 m)",Ceiling and visibility OK No significant changes expected in the next two hours,Visual Meteorological Conditions,ZGSZ 160800Z 23006MPS CAVOK 29/20 Q1012 NOSIG,31.0°C (87.8°F),,,
